politician,country,birth date,death date,political party,gender,Instagram followers,Instagram link,X followers,X link
Marie Jo Zimmermann,France,1951.0,,Les Republicains (France),female,,,,
Mary Yap Kain Ching,Malaysia,1951.0,,Parti Bersatu Sabah (Malaysia),female,,,,
Viviane Reding,Luxembourg,1951.0,,CSV (Luxembourg),female,,,66781.0,VivianeRedingEU
Marie Helene Fabre,France,1951.0,,Parti Socialiste (France),female,,,1347.0,MHFabre
Sharman Stone,Australia,1951.0,,Liberal Party (Australia),female,,,7249.0,SharmanStone
Elisabeth Zolch,Switzerland,1951.0,,V (Switzerland),female,,,,
Giannakou Koutsikou Mariori Marietta,Greece,1951.0,,N.d. Nea Demokratia (Greece),female,,,,
Anita Apelthun Saele,Norway,1951.0,,Kristelig Folkeparti (Norway),female,,,,
Larisa Dmitrijeva,Lithuania,1950.0,,Darbo Partijos Frakcija (Lithuania),female,,,,
Martha Leticia Sosa Govea,Mexico,1950.0,,Partido Accion Nacional (Mexico),female,,,,
Beatriz Eugenia Yamamoto Cazares,Mexico,1950.0,,Partido Accion Nacional (Mexico),female,,,,
Denise Idris Jones,United Kingdom,1950.0,,Welsh Labour (United Kingdom),female,,,,
Lorraine Barrett,United Kingdom,1950.0,,Welsh Labour (United Kingdom),female,,,271.0,LorrBarrett
Sandy Mewies,United Kingdom,1950.0,,Welsh Labour (United Kingdom),female,,,1767.0,SandyMewies1
Janet Finch Saunders,United Kingdom,1950.0,,Welsh Conservative Party (United Kingdom),female,,,5741.0,JFinchSaunders
Elena Hrenova,Moldova,1950.0,,Fractiunea Partidului Socialistilor Din Republica Moldova (Moldova),female,,,,
Maria Postoico,Moldova,1950.0,,Fractiunea Partidului Comunistilor Din Republica Moldova (Moldova),female,,,,
Patty Murray,United States,1950.0,,Democrat (United States),female,,senpattymurray,490835.0,PattyMurray
Cecilia Guadalupe Soto Gonzalez,Mexico,1950.0,,Partido De La Revolucion Democratica (Mexico),female,,,,
Linda Smith,United States,1950.0,,Republican (United States),female,,,,
Debbie Stabenow,United States,1950.0,,Democrat (United States),female,,,153926.0,SenStabenow
Jo Ann Davis,United States,1950.0,2007.0,Republican (United States),female,,,,
Jo Ann Emerson,United States,1950.0,,Republican (United States),female,,,,joannemerson
Nouzha Skalli,Morocco,1950.0,,Group Of Democratic Progress (Morocco),female,,,,
Sylvia R. Garcia,United States,1950.0,,Democrat (United States),female,,,,
Sheila Jackson Lee,United States,1950.0,,Democrat (United States),female,,repjacksonlee,121048.0,JacksonLeeTX18
Joyce Beatty,United States,1950.0,,Democrat (United States),female,,repbeatty,76229.0,RepBeatty
Jackie Speier,United States,1950.0,,Democrat (United States),female,,jackiespeier,191280.0,RepSpeier
Dina Titus,United States,1950.0,,Democrat (United States),female,,dinatitusnv,,RepDinaTitus
Carol D. Miller,United States,1950.0,,Republican (United States),female,,,,
Ann Kirkpatrick,United States,1950.0,,Democrat (United States),female,,,10617.0,RepKirkpatrick
Helen Liddell,United Kingdom,1950.0,,Labour (United Kingdom),female,,,,
Vera Baird,United Kingdom,1950.0,,Labour (United Kingdom),female,,,,
Susan Kramer,United Kingdom,1950.0,,Liberal Democrat (United Kingdom),female,,,,
Charlotte Atkins,United Kingdom,1950.0,,Labour (United Kingdom),female,,,,
Beverley Hughes,United Kingdom,1950.0,,Labour (United Kingdom),female,,,,
Ha Thi Khich Ha Thi Khiet,Vietnam,1950.0,,,female,,,,
Rosie Cooper,United Kingdom,1950.0,,Labour (United Kingdom),female,,,,rosie4westlancs
Madeleine Moon,United Kingdom,1950.0,,Labour (United Kingdom),female,,,9059.0,MadeleineMoon
Marta Varela,Argentina,1950.0,,Alianza Union Pro (Argentina),female,,,10690.0,MLVarela
Helma Nepperus,Netherlands,1950.0,,VVD (Netherlands),female,,,8788.0,helmanepperus
Magda Berndsen,Netherlands,1950.0,,D66 (Netherlands),female,,,3335.0,magdaberndsen
Margaret May,Australia,1950.0,,Liberal Party (Australia),female,,,,
Harriet Harman,United Kingdom,1950.0,,Labour (United Kingdom),female,,,191743.0,HarrietHarman
Aqiy Naxcivanli,Azerbaijan,1950.0,,Yeni Az Rbaycan Partiyasi (Azerbaijan),female,,,,
Helen Clark,New Zealand,1950.0,,New Zealand Labour Party (New Zealand),female,,,226586.0,HelenClarkNZ
Lynne Pillay,New Zealand,1950.0,,New Zealand Labour Party (New Zealand),female,,,,
Monowara Begum,Bangladesh,1950.0,,Bangladesh Awami League (Bangladesh),female,,,,
Sabiha Nahar Begum,Bangladesh,1950.0,,Bangladesh Awami League (Bangladesh),female,,,,
Veronique Caprasse,Belgium,1950.0,,DEFI (Belgium),female,,,,
Melda Bayer,Turkey,1950.0,,Demokratik Sol Parti (Turkey),female,,,,
Haci Filiz,Turkey,1950.0,,Dogru Yol Partisi (Turkey),female,,,,
Nevin Gaye Erbatur,Turkey,1950.0,,Cumhuriyet Halk Partisi (Turkey),female,,,,
Canan Aritman,Turkey,1950.0,,Cumhuriyet Halk Partisi (Turkey),female,,,,
Margarida Salomao,Brazil,1950.0,,PT (Brazil),female,,,,
Anna Lo,United Kingdom,1950.0,,Alliance (United Kingdom),female,,,,
Eleonora Nikolaeva Nikolova,Bulgaria,1950.0,,The United Democratic Forces Dp National Alliance Bapu Bapu St. George S Day Movement (Bulgaria),female,,,,
Simeoni Ivana,Italy,1950.0,,Gruppo Misto (Italy),female,,,318.0,IVANASIMEONI
Maturani Giuseppina,Italy,1950.0,,Partito Democratico (Italy),female,,,,
Gasparini Daniela Matilde Maria,Italy,1950.0,,Partito Democratico (Italy),female,,,690.0,gasparini2013
Albini Tea,Italy,1950.0,,Partito Democratico (Italy),female,,,421.0,TeaAlbini
Dalia Rabin Pelossof,Israel,1950.0,,Labor Meimad (Israel),female,,,,
Anne Margrethe Larsen,Norway,1950.0,,Venstre (Norway),female,,,,
Berit Brorby,Norway,1950.0,,Arbeiderpartiet (Norway),female,,,,
Gila Finkelstein,Israel,1950.0,,National Religious Party (Israel),female,,,,
Eva M. Nielsen,Norway,1950.0,,Arbeiderpartiet (Norway),female,,,,
Anne Helen Rui,Norway,1950.0,,Arbeiderpartiet (Norway),female,,,,
Limor Livnat,Israel,1950.0,,Likud National Liberal Movement (Israel),female,,,,
Stela Dimitrova Angelova Bankova,Bulgaria,1950.0,,The Ataka Coalition (Bulgaria),female,,,,
Mimmi Baeivi,Norway,1950.0,,Arbeiderpartiet (Norway),female,,,,
Johanne Sommersaeter,Norway,1950.0,,Senterpartiet (Norway),female,,,,
Sissel Ronbeck,Norway,1950.0,,Arbeiderpartiet (Norway),female,,,,
Kasella Bantu Louise Teddy,Tanzania,1950.0,,Chama Cha Mapinduzi (Tanzania),female,,,,
Zabein Muhaji Mhita,Tanzania,1950.0,,Chama Cha Mapinduzi (Tanzania),female,,,,
Maulidah Anna Valerian Komu,Tanzania,1950.0,,Chama Cha Demokrasia Na Maendeleo (Tanzania),female,,,,
Maria Ibeshi Nkamba Hewa,Tanzania,1950.0,,Chama Cha Mapinduzi (Tanzania),female,,,,
Mussarat Ahmadzeb,Pakistan,1950.0,,PTI (Pakistan),female,,,,
Maire Geoghegan Quinn,Ireland,1950.0,,Fianna Fail (Ireland),female,,,,
Sophia Mattayo Simba,Tanzania,1950.0,,Chama Cha Mapinduzi (Tanzania),female,,,,
Rev. Dr. Getrude Pangalile Rwakatare,Tanzania,1950.0,,Chama Cha Mapinduzi (Tanzania),female,,,,
Prof. Anna Kajumulo Tibaijuka,Tanzania,1950.0,,Chama Cha Mapinduzi (Tanzania),female,,,,
Eithne Fitzgerald,Ireland,1950.0,,Labour Party (Ireland),female,,,,
Tioulong Saumura,Cambodia,1950.0,,Cambodia National Rescue Party (Cambodia),female,,,,
Tahmina Daultana,Pakistan,1950.0,,Pml N (Pakistan),female,,,,
Asha Abdullah Juma,Tanzania,1950.0,,Chama Cha Mapinduzi (Tanzania),female,,,,
Carolyn Bennett,Canada,1950.0,,Liberal (Canada),female,,,57439.0,Carolyn_Bennett
Monique Pauze,Canada,1950.0,,Bloc Quebecois (Canada),female,,,,
Jan O Sullivan,Ireland,1950.0,,Labour Party (Ireland),female,,,12670.0,JanOSullivanTD
Frances Fitzgerald,Ireland,1950.0,,Fine Gael (Ireland),female,,,31152.0,FitzgeraldFrncs
Ruth Kalbermatten,Switzerland,1950.0,2014.0,C (Switzerland),female,,,,
Barbara Polla,Switzerland,1950.0,,L (Switzerland),female,,,,
Pia Hollenstein,Switzerland,1950.0,,G (Switzerland),female,,,,
Marianne Huguenin,Switzerland,1950.0,,,female,,,,
Martine Brunschwig Graf,Switzerland,1950.0,,RL (Switzerland),female,,,,
Doris Stump,Switzerland,1950.0,,S (Switzerland),female,,,,
Gabriela Maslowska,Poland,1950.0,,Klub Parlamentarny Prawo I Sprawiedliwosc (Poland),female,,,,
Joanna Fabisiak,Poland,1950.0,,Klub Parlamentarny Platforma Obywatelska (Poland),female,,,,
"Shah, Smt. Mala Rajya Laxmi",India,1950.0,,Bharatiya Janata Party (India),female,,,,
Magdalena Kochan,Poland,1950.0,,Klub Parlamentarny Platforma Obywatelska (Poland),female,,,,
Jane Cordy,Canada,1950.0,,Liberal Party Of Canada (Canada),female,,,,senatorcordy
Judith G. Seidman,Canada,1950.0,,Conservative Party Of Canada (Canada),female,,,,judithseidman
Valgerdur Sverrisdottir,Iceland,1950.0,,Progressive Party (Iceland),female,,,,
Zofia Czernow,Poland,1950.0,,Klub Parlamentarny Platforma Obywatelska (Poland),female,,,,
Valgerdur Bjarnadottir,Iceland,1950.0,,Social Democratic Alliance (Iceland),female,,,,
Brygida Kolenda Labus,Poland,1950.0,,Klub Parlamentarny Platforma Obywatelska (Poland),female,,,,
Regina Ip Lau Suk Yee,China,1950.0,,"New People S Party (Hong Kong SAR, China)",female,,,,
Marie Francoise Megie,Canada,1950.0,,Independent Senators Group (Canada),female,,,,
Jadwiga Zakrzewska,Poland,1950.0,,Klub Parlamentarny Platforma Obywatelska (Poland),female,,,,
Nancy J. Hartling,Canada,1950.0,,Independent Senators Group (Canada),female,,,1591.0,SenatorHartling
Raymonde Saint Germain,Canada,1950.0,,Independent Senators Group (Canada),female,,,1319.0,SenSaintGermain
Maria Nowak,Poland,1950.0,,Klub Parlamentarny Prawo I Sprawiedliwosc (Poland),female,,,,
Amelia Herrera Silva,Chile,1950.0,,Renovacion Nacional (Chile),female,,,,
Izabela Jaruga Nowacka,Poland,1950.0,2010.0,,female,,,,
Liu Gui Feng,China,1950.0,,,female,,,,
Hanna Foltyn Kubicka,Poland,1950.0,,Klub Parlamentarny Prawo I Sprawiedliwosc (Poland),female,,,,
Elzbieta Szparaga,Poland,1950.0,,Klub Parlamentarny Sojuszu Lewicy Demokratycznej (Poland),female,,,,
Hanna Mierzejewska,Poland,1950.0,2015.0,Klub Parlamentarny Prawo I Sprawiedliwosc (Poland),female,,,,
Irena Nowacka,Poland,1950.0,,Klub Parlamentarny Sojuszu Lewicy Demokratycznej (Poland),female,,,,
Aleksandra Malachowska,Poland,1950.0,,Klub Parlamentarny Polskiego Stronnictwa Ludowego (Poland),female,,,,
Irena Petryna,Poland,1950.0,,Klub Parlamentarny Polskiego Stronnictwa Ludowego (Poland),female,,,,
Henriette Rasmussen,Denmark,1950.0,2017.0,Inuit Ataqatigiit (Greenland),female,,,,
Urszula Pajak,Poland,1950.0,2018.0,Sojusz Lewicy Demokratycznej Klub Parlamentarny (Poland),female,,,,
Wieslawa Ziolkowska,Poland,1950.0,,Unia Pracy Klub Parlamentarny (Poland),female,,,,
Margareta Persson,Sweden,1950.0,,Socialdemokraterna (Sweden),female,,,,
Maria Conceicao Pereira,Portugal,1950.0,,PSD (Portugal),female,,,,
Pipili Foteini,Greece,1950.0,,N.d. Nea Demokratia (Greece),female,,,,
Zhu Wei Fang,China,1950.0,,,female,,,,
Li Yan Zhi,China,1950.0,,,female,,,,
Eugenia Taveira,Portugal,1950.0,,BE (Portugal),female,,,,
Rosemund Comfort Abrah Ms,Ghana,1950.0,,New Patriotic Party (Ghana),female,,,,
Juliana Azumah Mensah Mrs,Ghana,1950.0,,National Democratic Congress (Ghana),female,,,,
Li Zhao Ling,China,1950.0,,,female,,,,
Yvonne Sandberg Fries,Sweden,1950.0,,Socialdemokraterna (Sweden),female,,,,
Maria Elisa Domingues,Portugal,1950.0,,PSD (Portugal),female,,,,
Teresa Gil Narciso,Portugal,1950.0,,PS (Portugal),female,,,,
Apolonia Teixeira,Portugal,1950.0,,PCP (Portugal),female,,,,
Lourdes Hespanhol,Portugal,1950.0,,PCP (Portugal),female,,,,
Heidemarie Dann,Germany,1950.0,,Die Grunen (Germany),female,,,,
Stefanie Rehm,Germany,1950.0,,CDU (Germany),female,,,,
Ellen Olms,Germany,1950.0,,AL (Germany),female,,,,
Christina Fritsch,Germany,1950.0,,SPD (Germany),female,,,,
Antonova Lidiia Nikolaevna,Russia,1950.0,,Edinaia Rossiia (Russia),female,,,,
Regina Kolbe,Germany,1950.0,2015.0,SPD (Germany),female,,,,
Christine Kurzhals,Germany,1950.0,1998.0,SPD (Germany),female,,,,
Eva Thede,Sweden,1950.0,,Miljopartiet De Grona (Sweden),female,,,,
Rita Griesshaber,Germany,1950.0,,Bundnis 90 Die Grunen (Germany),female,,,,
Heidemarie Ehlert,Germany,1950.0,,PDS (Germany),female,,,,
Edith Niehuis,Germany,1950.0,,SPD (Germany),female,,,,
Annabel Goldie,United Kingdom,1950.0,,Conservative (United Kingdom),female,,,,
Rhona Brankin,United Kingdom,1950.0,,Labour (United Kingdom),female,,,,
Erika Ober,Germany,1950.0,,SPD (Germany),female,,,,
Thea Duckert,Germany,1950.0,,Bundnis 90 Die Grunen (Germany),female,,,,
Renate Gradistanac,Germany,1950.0,,SPD (Germany),female,,,,
Margrit Wetzel,Germany,1950.0,,SPD (Germany),female,,,,
Mirjana Dragas,Serbia,1950.0,,Socialist Party Of Serbia (Serbia),female,,,,
Nada Lazic,Serbia,1950.0,,Liberal Democratic Party League Of Social Democrats Of Vojvodina Sda Sandzak (Serbia),female,,,,
Ursula Lotzer,Germany,1950.0,,Die Linke (Germany),female,,,,
Mechthild Dyckmans,Germany,1950.0,,FDP (Germany),female,,,,
Gudrun Kopp,Germany,1950.0,,FDP (Germany),female,,,,
Ewa Klamt,Germany,1950.0,,CDU (Germany),female,,,,
Claudia Winterstein,Germany,1950.0,,FDP (Germany),female,,,,
Christel Happach Kasan,Germany,1950.0,,FDP (Germany),female,,,,
Petra Crone,Germany,1950.0,,SPD (Germany),female,,,,
Maria Bohmer,Germany,1950.0,,CDU (Germany),female,,,1442.0,MariaBoehmer
Inge Hoger,Germany,1950.0,,Die Linke (Germany),female,,,,
Gerda Hasselfeldt,Germany,1950.0,,CSU (Germany),female,,,,
Birgit Wollert,Germany,1950.0,,Die Linke (Germany),female,,,,
Azize Tank,Germany,1950.0,,Die Linke (Germany),female,,,,
Yu Foo Yee Shoon,Singapore,1950.0,,People S Action Party (Singapore),female,,,,
Cai Su Yu,China,1950.0,,,female,,,,
Yan Bao Ping,China,1950.0,,,female,,,,
Anna Szogedi,Slovak Republic,1950.0,,Klub Smk Mkp (Slovakia),female,,,,
Merceron Armelle,,1950.0,,Rassemblement Pour Une Majorite Autonomiste (French Polynesia),female,,,,
Josiane Boyce Nee Pontieux,France,1950.0,,Union Pour Un Mouvement Populaire (France),female,,,,
Bernadette Paix Nee Abribat,France,1950.0,,Union Pour Un Mouvement Populaire (France),female,,,,
Marie Helene Des Esgaulx,France,1950.0,,Union Pour Un Mouvement Populaire (France),female,,,3273.0,mhdesesgaulx
Vlasta Pockaj,Slovenia,1950.0,,Party Of Modern Centre (Slovenia),female,,,,
Jeanny Marc,France,1950.0,,Apparente Socialiste Radical Et Citoyen Et Divers Gauche (France),female,,,,
Sado Ali Warsame,Somalia,1950.0,2014.0,,female,,,,
Genevieve Colot,France,1950.0,,Union Pour Un Mouvement Populaire (France),female,,,,
Chris Heister,Sweden,1950.0,,Moderata Samlingspartiet (Sweden),female,,,,
Gunilla Tjernberg,Sweden,1950.0,,Kristdemokraterna (Sweden),female,,,,
Eva Ohbom Ekdahl,Sweden,1950.0,,Moderata Samlingspartiet (Sweden),female,,,,
Anne Ludvigsson,Sweden,1950.0,,Socialdemokraterna (Sweden),female,,,,
You Jee Young,Korea,1950.0,,Saenuridang (Korea),female,,,,
Marianne Kierkemann,Sweden,1950.0,,Moderata Samlingspartiet (Sweden),female,,,,
Wiwi Anne Johansson,Sweden,1950.0,,Vansterpartiet (Sweden),female,,,990.0,wiwiannejoh
Dragica Zgrebec,Croatia,1950.0,,SDP (Croatia),female,,,,
Ljiljana Cvjetovic,Croatia,1950.0,,HSU (Croatia),female,,,,
Kyriakou Maria,Cyprus,1950.0,,Democratic Rally (Cyprus),female,,,,
Milada Halikova,Czech Republic,1950.0,,Poslanecky Klub Komunisticke Strany Cech A Moravy (Czech Republic),female,,,,
Lisbeth Sunden Andersson,Sweden,1950.0,,Moderata Samlingspartiet (Sweden),female,,,,
Ivana Leva,Czech Republic,1950.0,,Poslanecky Klub Komunisticke Strany Cech A Moravy (Czech Republic),female,,,,
Marie Rusova,Czech Republic,1950.0,,Poslanecky Klub Komunisticke Strany Cech A Moravy (Czech Republic),female,,,,
Zelda Jongbloed,South Africa,1950.0,2018.0,Democratic Alliance (South Africa),female,,,,
Jirina Fialova,Czech Republic,1950.0,,Poslanecky Klub Komunisticke Strany Cech A Moravy (Czech Republic),female,,,,
Emilienne Poumirol,France,1950.0,,Parti Socialiste (France),female,,,,
Marie Odile Bouille,France,1950.0,,Parti Socialiste (France),female,,,,
Marie Louise Fort,France,1950.0,,Les Republicains (France),female,,,,
Daphna Poznanski Benhamou,France,1950.0,,Parti Socialiste (France),female,,,417.0,daphnapoznanski
Lee Mi Kyung,Korea,1950.0,,Deobuleominjudang (Korea),female,,,13706.0,lmk2014
Josette Manin,France,1950.0,,Non Rattachee (France),female,,,,
Huguette Bello,France,1950.0,,Non Rattachee (France),female,,,4464.0,HuguetteBello
Miroslava Vlckova,Czech Republic,1950.0,,Poslanecky Klub Komunisticke Strany Cech A Moravy (Czech Republic),female,,,,
Jana Peskova,Czech Republic,1950.0,,Sdruzeni Pro Republiku Republikanska Strana Ceskoslovenska (Czech Republic),female,,,,
Marie Stiborova,Czech Republic,1950.0,,Poslanecky Klub Leveho Bloku (Czech Republic),female,,,,
Btsm Brhym Bw Rhb Mhmd,Egypt,1950.0,,Mstql (Egypt),female,,,,
Colette Brix,Denmark,1950.0,,The Danish People S Party (Denmark),female,,,,
Katarina Brannstrom,Sweden,1950.0,,Moderata Samlingspartiet (Sweden),female,,,2658.0,brnnstrm2
Maria Dolores Bolarin,Spain,1950.0,,PP (Spain),female,,,,
Karin Roth,Germany,1949.0,,SPD (Germany),female,,,,
Genowefa Tokarska,Poland,1949.0,,Klub Poselski Polskiego Stronnictwa Ludowego Unii Europejskich Demokratow (Poland),female,,,,
Jane Hutt,United Kingdom,1949.0,,Welsh Labour (United Kingdom),female,,,11989.0,JaneHutt
Rosel Neuhauser,Germany,1949.0,,PDS (Germany),female,,,,
Margaret Mcdougall,United Kingdom,1949.0,,Labour (United Kingdom),female,,,,
Lin Xiao Yun,China,1949.0,,,female,,,,
Park Yoon Ok,Korea,1949.0,,Saenuridang (Korea),female,,,,
Helene Tanguy,France,1949.0,,Union Pour La Majorite Presidentielle (France),female,,,,
Vince Vaidevute Margeviciene,Lithuania,1949.0,,Tevynes Sajungos Lietuvos Krikscioniu Demokratu Frakcija (Lithuania),female,,,,
Marie George Buffet,France,1949.0,,Parti Communiste Francais (France),female,,,,
Diane Bellemare,Canada,1949.0,,Non Affiliated (Canada),female,,,1750.0,sendbellemare
Karan English,United States,1949.0,,Democrat (United States),female,,,,
Christina Pettersson,Sweden,1949.0,,Socialdemokraterna (Sweden),female,,,,
Elke Leonhard,Germany,1949.0,,SPD (Germany),female,,,,
Zita Seabra,Portugal,1949.0,,PSD (Portugal),female,,,,
Jacqueline Maquet,France,1949.0,,En Marche (France),female,,,,JMaquetDeputee
Josiane Aubert,Switzerland,1949.0,,S (Switzerland),female,,,,
Renee Dupuis,Canada,1949.0,,Independent Senators Group (Canada),female,,,,
Ligia Krajewska,Poland,1949.0,,Klub Parlamentarny Platforma Obywatelska (Poland),female,,,,
"Teacher, Smt. P.K.Sreemathi",India,1949.0,,Communist Party Of India Marxist (India),female,,,,
Ratna Omidvar,Canada,1949.0,,Independent Senators Group (Canada),female,,,14044.0,ratnaomi
Sheila Gilmore,United Kingdom,1949.0,,Labour (United Kingdom),female,,,,
Aline Hanson,France,1949.0,2017.0,Rassemblement Responsabilite Reussite (St. Martin (French part)),female,,,,
Mobina S.B. Jaffer,Canada,1949.0,,Non Affiliated (Canada),female,,,12006.0,SenJaffer
"Sinha, Smt. Renuka",India,1949.0,2016.0,All India Trinamool Congress (India),female,,,,
Edeltraut Topfer,Germany,1949.0,,CDU (Germany),female,,,,
Claire O Petit,France,1949.0,,En Marche (France),female,,,3341.0,claireopetit
Halina Szymiec Raczynska,Poland,1949.0,,Klub Parlamentarny Polskiego Stronnictwa Ludowego (Poland),female,,,,
Gaudentia Mugosi Kabaka,Tanzania,1949.0,,Chama Cha Mapinduzi (Tanzania),female,,,,
Tarja Kautto,Finland,1949.0,,Sosialidemokraatit (Finland),female,,,,
"Devi, Smt. Rama",India,1949.0,,Bharatiya Janata Party (India),female,,,,
Janet Anderson,United Kingdom,1949.0,,Labour (United Kingdom),female,,,,
Milda Petrauskiene,Lithuania,1949.0,,Lietuvos Socialdemokratu Partijos Frakcija (Lithuania),female,,,,
Eli Sollied Overaas,Norway,1949.0,,Senterpartiet (Norway),female,,,,
Janet Dean,United Kingdom,1949.0,,Labour (United Kingdom),female,,,,
Celia Villalobos,Spain,1949.0,,G.p. Popular (Spain),female,,,,
Dolors Terradas Vinals,Spain,1949.0,,G.p. Podemos En Comu Podem En Marea (Spain),female,,,,
Margaret Burgess,United Kingdom,1949.0,,Scottish National Party (United Kingdom),female,,,,
Ragnheidur Rikhardsdottir,Iceland,1949.0,,Independence Party (Iceland),female,,,,
Desanka Repac,Serbia,1949.0,,Serbian Progressive Party (Serbia),female,,,,
Anne Grete Strom Erichsen,Norway,1949.0,,Arbeiderpartiet (Norway),female,,,,
Asta Johannesdottir,Iceland,1949.0,,Social Democratic Alliance (Iceland),female,,,,
Anne Mcguire,United Kingdom,1949.0,,Labour (United Kingdom),female,,,,
Lynn Beyak,Canada,1949.0,,Non Affiliated (Canada),female,,,,
Jean Urquhart,United Kingdom,1949.0,,Scottish National Party (United Kingdom),female,,,,
Ingibjorg Palmadottir,Iceland,1949.0,,Progressive Party (Iceland),female,,,,
Sonja Irene Sjoli,Norway,1949.0,,Hoyre (Norway),female,,,,
Khadiija Maxamed Diiriye,Somalia,1949.0,,,female,,,,
Irena Degutiene,Lithuania,1949.0,,Tevynes Sajungos Lietuvos Krikscioniu Demokratu Frakcija (Lithuania),female,,,,
Cecilia Catarino,Portugal,1949.0,,PSD (Portugal),female,,,,
"Nunez Malanyaon, Corazon N",Philippines,1949.0,,,female,,,,
